id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
254653,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,100,8/10/2026,8/3/2026,8/10/2026,2026,37908,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-19T11:53:12.880464Z,"Myanmar: 100 displacements, 03 August - 10 August. According to UNHCR Myanmar, 100 people were displaced in Kachin State due to non-international armed conflict between the 3rd and 10th of August 2026. UNHCR Myanmar - 10 August 2026",,Non-International armed conflict (NIAC)
254654,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,3000,8/10/2026,8/3/2026,8/10/2026,2026,37912,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-19T11:53:12.926525Z,"Myanmar: 3,000 displacements, 03 August - 10 August. According to UNHCR Myanmar, 3,000 people were displaced in Tanintharyi Region due to non-international armed conflict between the 3rd and 10th of August 2026. UNHCR Myanmar - 10 August 2026",,Non-International armed conflict (NIAC)
511544,Myanmar,MMR,17.7990075,95.0425475,"[17.799007500000002, 95.0425475]",Recommended figure,Disaster,approximately,63300,8/18/2026,7/30/2026,8/18/2026,2026,43326,Myanmar: Flood - Ayeyarwady Region (4 Townships) - 30/07/2026,AHA-FL-2026-000826-MMR,Government Assigned Identifier,7/30/2026,8/1/2026,Weather related,Hydrological,Flood,Flood,,ADINet,,"Hinthada, Ayeyarwady, Myanmar; Kyangin, Hinthada, Ayeyarwady, Myanmar; Lemyethna, Hinthada, Ayeyarwady, Myanmar; Yegyi, Pathein, Ayeyarwady, Myanmar","17.926359, 95.155823; 18.316811, 95.057793; 17.602751, 95.000252; 17.350109, 94.956322",District/Zone/Department (ADM2); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3); County/City/town/Village/Woreda (ADM3),Origin; Origin; Origin; Origin,Displacement without preventive evacuations reported,2026-09-04T07:14:10.804261Z,"Myanmar: 63,300 displacements (in relief camp), 30 July - 18 August. According to ADINet, around 15,000 households were in a relief camp in Lemyethna, Hinthada, Yegyi, and Kyangin due to flooding between July 30 and August 18, 2026. ADINet - 19 August 2026",,Flood
254509,Myanmar,MMR,17.602751,95.000252,"[17.602751, 95.000252]",Triangulation,Disaster,total,11975,8/2/2026,7/30/2026,8/2/2026,2026,43326,Myanmar: Flood - Ayeyarwady Region (4 Townships) - 30/07/2026,AHA-FL-2026-000826-MMR,Government Assigned Identifier,7/30/2026,8/1/2026,Weather related,Hydrological,Flood,Flood,,Myanmar Fire Services Department (MFSD),,"Lemyethna, Hinthada, Ayeyarwady, Myanmar","17.602751, 95.000252",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2026-08-17T11:13:14.966038Z,"Myanmar: 11,975 displacements (evacuated), 30 July - 02 August. According to Myanmar Fire Services Department (MFSD), 11,975 people were evacuated in Lemyethna due to flooding between July 30 and August 2, 2026. Myanmar Fire Services Department (MFSD) - 03 August 2026",,Flood
254507,Myanmar,MMR,17.602751,95.000252,"[17.602751, 95.000252]",Triangulation,Disaster,total,1635,8/1/2026,7/30/2026,8/1/2026,2026,43326,Myanmar: Flood - Ayeyarwady Region (4 Townships) - 30/07/2026,AHA-FL-2026-000826-MMR,Government Assigned Identifier,7/30/2026,8/1/2026,Weather related,Hydrological,Flood,Flood,,Myanmar Fire Services Department (MFSD),,"Lemyethna, Hinthada, Ayeyarwady, Myanmar","17.602751, 95.000252",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2026-08-17T11:10:40.058767Z,"Myanmar: 1,635 displacements (evacuated), 30 July - 01 August. According to Myanmar Fire Services Department (MFSD), 1,635 people were evacuated in Lemyethna due to flooding between July 30 and August 1, 2026. Myanmar Fire Services Department (MFSD) - 02 August 2026",,Flood
254505,Myanmar,MMR,17.602751,95.000252,"[17.602751, 95.000252]",Triangulation,Disaster,total,6747,7/30/2026,7/30/2026,7/30/2026,2026,43326,Myanmar: Flood - Ayeyarwady Region (4 Townships) - 30/07/2026,AHA-FL-2026-000826-MMR,Government Assigned Identifier,7/30/2026,8/1/2026,Weather related,Hydrological,Flood,Flood,,Myanmar Fire Services Department (MFSD),,"Lemyethna, Hinthada, Ayeyarwady, Myanmar","17.602751, 95.000252",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2026-08-17T11:06:40.702768Z,"Myanmar: 6,747 displacements (evacuated), 30 July - 30 July. According to Myanmar Fire Services Department (MFSD), 6,747 people were evacuated in Lemyethna due to flooding on July 30, 2026. Myanmar Fire Services Department (MFSD) - 01 August 2026",,Flood
254513,Myanmar,MMR,17.602751,95.000252,"[17.602751, 95.000252]",Triangulation,Disaster,total,2217,7/30/2026,7/30/2026,7/30/2026,2026,43326,Myanmar: Flood - Ayeyarwady Region (4 Townships) - 30/07/2026,AHA-FL-2026-000826-MMR,Government Assigned Identifier,7/30/2026,8/1/2026,Weather related,Hydrological,Flood,Flood,,Myanmar Fire Services Department (MFSD),,"Lemyethna, Hinthada, Ayeyarwady, Myanmar","17.602751, 95.000252",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2026-08-17T11:25:55.349334Z,"Myanmar: 2,217 displacements (evacuated), 30 July - 30 July. According to Myanmar Fire Services Department (MFSD), 2,217 people were evacuated in Lemyethna due to flooding on July 30, 2026. Myanmar Fire Services Department (MFSD) - 04 August 2026",,Flood
254624,Myanmar,MMR,20.78562,97.532921,"[20.78562, 97.532921]",Recommended figure,Conflict,total,100,8/3/2026,7/27/2026,8/3/2026,2026,37917,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"South Shan State, Shan State, Myanmar","20.78562, 97.532921",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-08-19T11:37:04.452458Z,"Myanmar: 100 displacements, 27 July - 03 August. According to UNHCR Myanmar, 100 people were displaced in South Shan State due to non-international armed conflict between July 27 and August 3, 2026. UNHCR Myanmar - 03 August 2026",,Non-International armed conflict (NIAC)
254625,Myanmar,MMR,22.01824,93.503799,"[22.01824, 93.503799]",Recommended figure,Conflict,total,19100,8/3/2026,7/27/2026,8/3/2026,2026,37916,Myanmar: Non-International armed conflict (NIAC) - Chin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Chin State, Myanmar","22.01824, 93.503799",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-19T11:37:04.499432Z,"Myanmar: 19,100 displacements, 27 July - 03 August. According to UNHCR Myanmar, 19,100 people were displaced in Chin State due to non-international armed conflict between July 27 and August 3, 2026. UNHCR Myanmar - 03 August 2026",,Non-International armed conflict (NIAC)
254626,Myanmar,MMR,19.28125,97.329178,"[19.28125, 97.329178]",Recommended figure,Conflict,total,200,8/3/2026,7/27/2026,8/3/2026,2026,37907,Myanmar: Non-International armed conflict (NIAC) - Kayah State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kayah State, Myanmar","19.28125, 97.329178",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-19T11:37:04.545621Z,"Myanmar: 200 displacements, 27 July - 03 August. According to UNHCR Myanmar, 200 people were displaced in Kayah State due to non-international armed conflict between July 27 and August 3, 2026. UNHCR Myanmar - 03 August 2026",,Non-International armed conflict (NIAC)
254627,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,10400,8/3/2026,7/27/2026,8/3/2026,2026,37908,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-19T11:37:04.591886Z,"Myanmar: 10,400 displacements, 27 July - 03 August. According to UNHCR Myanmar, 10,400 people were displaced in Kachin State due to non-international armed conflict between July 27 and August 3, 2026. UNHCR Myanmar - 03 August 2026",,Non-International armed conflict (NIAC)
254628,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,1400,8/3/2026,7/27/2026,8/3/2026,2026,37912,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-19T11:37:04.638374Z,"Myanmar: 1,400 displacements, 27 July - 03 August. According to UNHCR Myanmar, 1,400 people were displaced in Tanintharyi Region due to non-international armed conflict between July 27 and August 3, 2026. UNHCR Myanmar - 03 August 2026",,Non-International armed conflict (NIAC)
254500,Myanmar,MMR,20.274799,94.736221,"[20.274799, 94.736221]",Recommended figure,Disaster,total,243,7/27/2026,7/27/2026,7/27/2026,2026,43324,Myanmar: Flood - Magway Region (Kanma) - 27/07/2026,,,7/27/2026,7/27/2026,Weather related,Hydrological,Flood,Flood,,Myanmar Fire Services Department (MFSD),,"Magway Region, Myanmar","20.274799, 94.736221",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2026-08-17T09:46:07.132495Z,"Myanmar: 243 displacements (evacuated), 27 July - 27 July. According to Myanmar Fire Services Department (MFSD), 243 people were evacuated in Magway Region due to flooding on July 27, 2026. Myanmar Fire Services Department (MFSD) - 28 July 2026",,Flood
254363,Myanmar,MMR,17.111309,97.32045,"[17.111309, 97.32045]",Recommended figure,Conflict,total,100,7/27/2026,7/20/2026,7/27/2026,2026,37913,Myanmar: Non-International armed conflict (NIAC) - Mon State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Mon State, Myanmar","17.111309, 97.32045",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T08:37:43.873543Z,"Myanmar: 100 displacements, 20 July - 27 July. According to UNHCR Myanmar, 100 people were displaced in Mon State due to non-international armed conflict between the 20th and 27th of July 2026. UNHCR Myanmar - 27 July 2026",,Non-International armed conflict (NIAC)
254364,Myanmar,MMR,17.18631,97.749931,"[17.18631, 97.749931]",Recommended figure,Conflict,total,500,7/27/2026,7/20/2026,7/27/2026,2026,37915,Myanmar: Non-International armed conflict (NIAC) - Kayin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kayin State, Myanmar","17.18631, 97.749931",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T08:37:43.935116Z,"Myanmar: 500 displacements, 20 July - 27 July. According to UNHCR Myanmar, 500 people were displaced in Kayin State due to non-international armed conflict between the 20th and 27th of July 2026. UNHCR Myanmar - 27 July 2026",,Non-International armed conflict (NIAC)
254365,Myanmar,MMR,20.274799,94.736221,"[20.274799, 94.736221]",Recommended figure,Conflict,total,35300,7/27/2026,7/20/2026,7/27/2026,2026,37910,Myanmar: Non-International armed conflict (NIAC) - Magway Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Magway Region, Myanmar","20.274799, 94.736221",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T08:37:43.995281Z,"Myanmar: 35,300 displacements, 20 July - 27 July. According to UNHCR Myanmar, 35,300 people were displaced in Magway Region due to non-international armed conflict between the 20th and 27th of July 2026. UNHCR Myanmar - 27 July 2026",,Non-International armed conflict (NIAC)
254340,Myanmar,MMR,19.40822,94.100594,"[19.40822, 94.100594]",Recommended figure,Conflict,total,100,7/20/2026,7/13/2026,7/20/2026,2026,37911,Myanmar: Non-International armed conflict (NIAC) - Rakhine State (Central & North) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Rakhine (North), Myanmar","19.40822, 94.100594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T08:17:05.539113Z,"Myanmar: 100 displacements, 13 July - 20 July. According to UNHCR Myanmar, 100 people were displaced in Rakhine (North) due to non-international armed conflict between the 13th and 20th of July 2026. UNHCR Myanmar - 20 July 2026",,Non-International armed conflict (NIAC)
254341,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,3300,7/20/2026,7/13/2026,7/20/2026,2026,37908,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T08:17:05.591930Z,"Myanmar: 3,300 displacements, 13 July - 20 July. According to UNHCR Myanmar, 3,300 people were displaced in Kachin State due to non-international armed conflict between the 13th and 20th of July 2026. UNHCR Myanmar - 20 July 2026",,Non-International armed conflict (NIAC)
254342,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,1700,7/20/2026,7/13/2026,7/20/2026,2026,37912,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T08:17:05.644243Z,"Myanmar: 1,700 displacements, 13 July - 20 July. According to UNHCR Myanmar, 1,700 people were displaced in Tanintharyi Region due to non-international armed conflict between the 13th and 20th of July 2026. UNHCR Myanmar - 20 July 2026",,Non-International armed conflict (NIAC)
252686,Myanmar,MMR,17.855841,97.019302,"[17.855841, 97.019302]",Recommended figure,Disaster,total,172,7/11/2026,7/11/2026,7/11/2026,2026,42990,Myanmar: Flood - Bago Region (Shwegyin Township) - 11/07/2026,,,7/11/2026,7/11/2026,Weather related,Hydrological,Flood,Flood,,Myanmar Fire Services Department (MFSD),,"Shwegyin Township, Bago District, East Bago Region, Bago Region, Myanmar","17.855841, 97.019302",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2026-07-13T10:35:07.836266Z,"Myanmar: 172 displacements (evacuated), 11 July - 11 July. According to Myanmar Fire Services Department (MFSD), a total of 172 people were reported evacuated in Shwegyin Township, Bago District, East Bago Region, Bago Region, Myanmar after flooding on July 11, 2026. Myanmar Fire Services Department (MFSD) - 12 July 2026",,Flood
254317,Myanmar,MMR,20.98724,95.765671,"[20.98724, 95.765671]",Recommended figure,Conflict,total,500,7/13/2026,7/6/2026,7/13/2026,2026,37918,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Mandalay Region, Myanmar","20.98724, 95.765671",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T07:55:18.880154Z,"Myanmar: 500 displacements, 06 July - 13 July. According to UNHCR Myanmar, 500 people were displaced in Mandalay Region due to non-international armed conflict between the 6th and 13th of July 2026. UNHCR Myanmar - 13 July 2026",,Non-International armed conflict (NIAC)
254318,Myanmar,MMR,17.111309,97.32045,"[17.111309, 97.32045]",Recommended figure,Conflict,total,700,7/13/2026,7/6/2026,7/13/2026,2026,37913,Myanmar: Non-International armed conflict (NIAC) - Mon State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Mon State, Myanmar","17.111309, 97.32045",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T07:55:18.947180Z,"Myanmar: 700 displacements, 06 July - 13 July. According to UNHCR Myanmar, 700 people were displaced in Mon State due to non-international armed conflict between the 6th and 13th of July 2026. UNHCR Myanmar - 13 July 2026",,Non-International armed conflict (NIAC)
254319,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,1900,7/13/2026,7/6/2026,7/13/2026,2026,37908,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T07:55:19.003326Z,"Myanmar: 1,900 displacements, 06 July - 13 July. According to UNHCR Myanmar, 1,900 people were displaced in Kachin State due to non-international armed conflict between the 6th and 13th of July 2026. UNHCR Myanmar - 13 July 2026",,Non-International armed conflict (NIAC)
254320,Myanmar,MMR,18.159109,96.65007,"[18.159109, 96.65007]",Recommended figure,Conflict,total,6700,7/13/2026,7/6/2026,7/13/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"East Bago Region, Bago Region, Myanmar","18.159109, 96.65007",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-08-13T07:55:19.065400Z,"Myanmar: 6,700 displacements, 06 July - 13 July. According to UNHCR Myanmar, 6,700 people were displaced in East Bago Region due to non-international armed conflict between the 6th and 13th of July 2026. UNHCR Myanmar - 13 July 2026",,Non-International armed conflict (NIAC)
254321,Myanmar,MMR,20.274799,94.736221,"[20.274799, 94.736221]",Recommended figure,Conflict,total,140500,7/13/2026,7/6/2026,7/13/2026,2026,37910,Myanmar: Non-International armed conflict (NIAC) - Magway Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Magway Region, Myanmar","20.274799, 94.736221",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-08-13T07:55:19.122101Z,"Myanmar: 140,500 displacements, 06 July - 13 July. According to UNHCR Myanmar, 140,500 people were displaced in Magway Region due to non-international armed conflict between the 6th and 13th of July 2026. UNHCR Myanmar - 13 July 2026",,Non-International armed conflict (NIAC)
